['201911159', [0.39, 0.61, 391], [0.61, 0.39, 44], [0.88, 0.12, 66], [0.38, 0.03, 0.56, 0.03, 32], [0], [1, 154, 0, 8]]
['201911160', [0.23, 0.77, 209], [0.45, 0.55, 29], [0.85, 0.15, 48], [0.55, 0.09, 0.0, 0.36, 11], [0], [1, 75, 0, 7]]
['201911162', [0.28, 0.72, 317], [0.62, 0.38, 40], [0.85, 0.15, 74], [0.1, 0.1, 0.33, 0.48, 21], [2], [0, 156, 1, 11]]
['201911163', [0.34, 0.66, 299], [0.62, 0.38, 48], [0.84, 0.16, 58], [0.54, 0.15, 0.0, 0.31, 13], [0], [0, 133, 0, 9]]
['201911164', [0.24, 0.76, 320], [0.63, 0.37, 35], [0.88, 0.12, 59], [0.35, 0.08, 0.15, 0.42, 26], [1], [1, 131, 0, 7]]
['201911166', [0.35, 0.65, 292], [0.36, 0.64, 44], [0.88, 0.12, 68], [0.19, 0.19, 0.12, 0.5, 16], [0], [6, 127, 0, 8]]
['201911168', [0.47, 0.53, 136], [0.78, 0.22, 27], [0.83, 0.17, 35], [0.22, 0.0, 0.67, 0.11, 9], [1], [1, 67, 1, 6]]
['201911170', [0.26, 0.74, 386], [0.45, 0.55, 33], [0.85, 0.15, 67], [0.24, 0.03, 0.0, 0.74, 34], [2], [2, 138, 0, 10]]
['201911171', [0.21, 0.79, 388], [0.43, 0.57, 42], [0.87, 0.13, 75], [0.41, 0.0, 0.18, 0.41, 17], [0], [5, 162, 0, 10]]
['201911174', [0.36, 0.64, 418], [0.81, 0.19, 54], [0.9, 0.1, 87], [0.33, 0.0, 0.08, 0.58, 36], [0], [17, 185, 0, 9]]
['201911175', [0.17, 0.83, 439], [0.61, 0.39, 31], [0.92, 0.08, 95], [0.33, 0.03, 0.35, 0.29, 75], [0], [6, 178, 0, 8]]
['201911176', [0.25, 0.75, 281], [0.65, 0.35, 34], [0.85, 0.15, 67], [0.37, 0.0, 0.2, 0.43, 30], [2], [5, 107, 1, 10]]
['201911178', [0.2, 0.8, 328], [0.56, 0.44, 48], [0.83, 0.17, 72], [0.18, 0.32, 0.07, 0.43, 28], [0], [13, 169, 0, 12]]
['201911179', [0.3, 0.7, 199], [0.69, 0.31, 26], [0.9, 0.1, 31], [0.21, 0.0, 0.0, 0.79, 14], [1], [1, 90, 0, 3]]
['201911180', [0.3, 0.7, 186], [0.48, 0.52, 29], [0.89, 0.11, 36], [0.45, 0.0, 0.09, 0.45, 11], [2], [1, 76, 0, 4]]
['201911182', [0.23, 0.77, 410], [0.62, 0.38, 42], [0.87, 0.13, 67], [0.45, 0.15, 0.15, 0.25, 20], [3], [8, 155, 1, 9]]
['201911183', [0.32, 0.68, 435], [0.79, 0.21, 47], [0.92, 0.08, 86], [0.25, 0.02, 0.34, 0.4, 53], [2], [1, 187, 0, 7]]
['201911185', [0.48, 0.52, 322], [0.71, 0.29, 34], [0.88, 0.12, 49], [0.08, 0.0, 0.0, 0.92, 13], [0], [0, 123, 0, 6]]
['201911186', [0.39, 0.61, 443], [0.48, 0.52, 44], [0.88, 0.12, 66], [0.22, 0.0, 0.36, 0.41, 58], [2], [1, 165, 0, 8]]
['201911187', [0.35, 0.65, 345], [0.48, 0.52, 42], [0.91, 0.09, 57], [0.17, 0.0, 0.46, 0.38, 48], [0], [0, 107, 0, 5]]
['201911188', [0.18, 0.82, 507], [0.54, 0.46, 54], [0.91, 0.09, 89], [0.05, 0.0, 0.41, 0.54, 61], [4], [119, 208, 0, 8]]
['201911189', [0.16, 0.84, 375], [0.42, 0.58, 52], [0.9, 0.1, 88], [0.36, 0.03, 0.12, 0.48, 33], [0], [0, 187, 0, 9]]
